diff	lwr	upr	p adj
-0.309090909090724	-8.51089238847299	7.89271057029154	1
3.29877425944859	-0.39599945434198	6.99354797323915	0.161217815333064
1.56425153793587	-1.13336335869341	4.26186643456514	0.911104984635873
1.50029631385575	-1.19377421139829	4.19436683910978	0.939797839919651
0.587946127946259	-2.19757590443719	3.37346816032971	0.999999993528152
0.105914567360461	-2.53918698674069	2.75101612146161	1
1.44715909090919	-1.40287309443569	4.29719127625406	0.977926004639003
2.75810281309239	0.124666214067427	5.39153941211735	0.0275538246200592
0.11686153273993	-2.53241937328219	2.76614243876205	1
0.961279461279569	-1.78502516965659	3.70758409221573	0.9999006013699
1.86062461125491	-0.780019164170108	4.50126838667992	0.626804851401561
0.256181057436402	-2.51991556480045	3.03227767967326	1
0.993348115299429	-1.95722213202664	3.94391836262549	0.999949011388369
2.00998423541788	-0.718784520752095	4.73875299158786	0.5329791151949
0.718568665377275	-2.92702266301388	4.36415999376843	0.999999998440951
1.70545758589247	-1.10067173192845	4.51158690371339	0.865557084517874
3.93573667711612	0.219908587957964	7.65156476627427	0.0235727395398224
0.245164410058135	-2.92931000905375	3.41963882917002	1
0.855614973262099	-4.10729814206344	5.81852808858764	0.999999999908648
0.850909090909198	-2.74141193290192	4.44323011472032	0.999999932277242
2.04219114219121	-1.11406417738499	5.19844646176742	0.781764819076088
1.70704893765249	-0.967560752282377	4.38165862758735	0.802384850890956
1.14263322884024	-4.11984300212069	6.40510945980117	0.999999988416288
3.60786516853931	-4.58923317296016	11.8049635100388	0.996496115144765
1.87334244702659	-5.92525964274641	9.67194453679959	0.999999910315681
1.80938722294647	-5.98798954229568	9.60676398818863	0.999999955210426
0.897037037036982	-6.93240747818817	8.72648155226214	1
0.415005476451185	-7.36558773072807	8.19559868363044	1
1.75624999999991	-6.0963770687967	9.60887706879653	0.999999978787314
3.06719372218311	-4.70944158784524	10.8438290322115	0.999307805978779
0.425952441830654	-7.35606257634484	8.20796746000615	1
1.27037037037029	-6.54520750653664	9.08594824727722	0.999999999974235
2.16971552034563	-5.60936334368361	9.94879438437488	0.999998345699008
0.565271966527126	-7.26082417906746	8.39136811212172	1
1.30243902439015	-6.58723354223144	9.19211159101175	0.999999999964016
2.3190751445086	-5.49035808388544	10.1285083729027	0.99999463902601
1.027659574468	-7.14738810476522	9.20270725370122	1
2.01454849498319	-5.82225124549951	9.85134823546589	0.999999657232395
4.24482758620684	-3.96178236018834	12.451437532602	0.972681754304477
0.554255319148859	-7.42185628122957	8.53036691952729	1
1.16470588235282	-7.67676317060245	10.0061749353081	1
1.15999999999992	-6.99143170015012	9.31143170014996	0.99999999999862
2.35128205128194	-5.61759591656578	10.3201600191297	0.999995240353717
2.01613984674321	-5.77453441275379	9.80681410624021	0.999999609324832
1.45172413793096	-7.56130667892107	10.464754954783	0.999999999978835
-1.73452272151272	-4.41780426535646	0.948758822331024	0.783231391056641
-1.79847794559284	-4.47819615989427	0.88124026870859	0.720455711375043
-2.71082813150233	-5.48247145377702	0.0608151907723693	0.0648767551290299
-3.19285969208812	-5.82334176663731	-0.562377617538934	0.00242695339558674
-1.8516151685394	-4.68808430648502	0.984853969406224	0.767722276761281
-0.540671446356196	-3.15942344570635	2.07808055299396	0.999999995902255
-3.18191272670865	-5.81659734389335	-0.547228109523959	0.00267522775251228
-2.33749479816902	-5.06972151623575	0.394731919897713	0.227385498942176
-1.43814964819368	-4.06414912681266	1.18784983042531	0.949214094919761
-3.04259320201218	-5.80476375594457	-0.280422648079793	0.0131996691971362
-2.30542614414916	-5.24289759038009	0.632045302081782	0.395269387805991
-1.28879002403071	-4.00338992782237	1.42580987976096	0.990318787264774
-2.58020559407131	-6.21520350970442	1.0547923215618	0.611649397782695
-1.59331667355612	-4.38566970663599	1.19903635952376	0.923606355443687
0.636962417667533	-3.06847306297344	4.34239789830851	0.99999999991418
-3.05360984939045	-6.21591305285024	0.108693354069335	0.0748474363241096
-2.44315928618649	-7.39829604547845	2.51197747310548	0.984463481066646
-2.44786516853939	-6.02943522245871	1.13370488537993	0.686907910950144
-1.25658311725737	-4.40059669155526	1.88743045704052	0.999150559099069
-1.5917253217961	-4.25187770587295	1.06842706228075	0.882246094030198
-2.15614103060835	-7.41128420605514	3.09900214483845	0.998735312213958
-0.0639552240801189	-0.962099445492963	0.834188997332726	1
-0.976305409989608	-2.11988751911355	0.167276699134336	0.230989682584203
-1.45833697057541	-2.19671985155455	-0.719954089596261	1.87264981299506e-10
-0.117092447026677	-1.40989193067309	1.17570703661973	1
1.19385127515652	0.498412299761204	1.88929025055184	1.17133446941864e-07
-1.44739000519594	-2.20060734861556	-0.694172661776311	7.61491869560871e-10
-0.602972076656298	-1.64740310516711	0.441458951854511	0.914665389815125
0.296373073319042	-0.425877988366312	1.01862413500439	0.998732778009962
-1.30807048049946	-2.42849874835494	-0.18764221264399	0.0050115205426533
-0.570903422636437	-2.07240661338247	0.930599768109599	0.999611464748407
0.445732697482014	-0.551676933544361	1.44314232850839	0.995671201475493
-0.845682872558591	-3.46082783623756	1.76946209112038	0.999974846175259
0.141206047956602	-1.05169327543529	1.3341053713485	1
2.37148513918025	-0.34071423320952	5.08368451157002	0.191938176952888
-1.31908712787773	-3.22327590134807	0.585101645592608	0.66089507814901
-0.708636564673767	-4.97233843484304	3.55506530549551	0.999999999958375
-0.713342447026668	-3.25370017489298	1.82701528083964	0.999998119873927
0.477939604255348	-1.39571849949993	2.35159770801063	0.999999705396832
0.142797399716621	-0.695166824405273	0.980761623838515	0.999999999928782
-0.421618309095627	-5.03055561924029	4.18731900104903	1
-0.912350185909489	-2.04754616230948	0.222845790490506	0.345559072881568
-1.39438174649529	-2.11970866826879	-0.669054824721779	7.45707717797472e-10
-0.0531372229465585	-1.33852446788203	1.23225002198891	1
1.25780649923664	0.576245619325491	1.93936737914779	5.27248911197375e-09
-1.38343478111582	-2.1238577892365	-0.643011772995129	2.96510271891037e-09
-0.539016852576179	-1.57425887154687	0.496225166394514	0.970566645050516
0.36032829739916	-0.348569763419171	1.06922635821749	0.977658362348421
-1.24411525641935	-2.35598277008093	-0.132247742757763	0.0102979282752569
-0.506948198556318	-2.0020741786486	0.988177781535961	0.999942325958423
0.509687921562133	-0.478095372784628	1.49747121590889	0.973426115317707
-0.781727648478472	-3.39321631312587	1.82976101616893	0.999993785769632
0.205161272036721	-0.979701023875851	1.39002356794929	0.999999999899752
2.43544036326037	-0.273233721992014	5.14411444851276	0.151597402596202
